comments,title,genre,artist,duration
1.0,Spacewalkers EP,hiphop,A-Grav Lab,05:33
0.0,R I P Please Bob,pop,Plushgoolash,05:33
0.0,1-800-GREED,pop,Girlseeker,05:32
0.0,Live at WFMU on Liz Berg's Show on 11/5/2007,rock,We Are the Arm,05:32
0.0,Live at WFMU on Liz Berg's Show on 2/09/09,rock,Regia,05:32
0.0,Live at WFMU on Underwater Theme Park May 17th 2012,rock,Free Keys,05:32
0.0,In The Meantime EP,hiphop,CM aka Creative,05:32
0.0,Pionir 10,rock,Pionir 10,05:32
0.0,vosotros presents: Rhoda,pop,Rhoda,05:32
0.0,USA,rock,Wankatorium,05:31
1.0,"Live at Primavera Sound, Barcelona 5/29/09",rock,Throwing Muses,05:31
0.0,Knowon,hiphop,Just Plain Ant,05:31
0.0,netBloc Vol. 48: Still…,blues,Molodoys,05:31
0.0,Map of Limbo,rock,John Ellis,05:31
0.0,Rap Trax 3,hiphop,The Hate Noise,05:31
0.0,Eve,rock,Shearer,05:31
0.0,Live on WFMU's Cherry Blossom Clinic with Terre T. 12/04/10,rock,Parting Gifts,05:31
0.0,Live at WFMU on Pat Duncan's Show 4/17/2008,rock,Mod Fun,05:31
0.0,Silenci,jazz,Sergi Boal,05:30
1.0,The 5th Element,hiphop,Kellee Maize,05:30
0.0,The Long Trick,rock,Zapa,05:30
0.0,U Got It Bad,hiphop,D3Zs,05:30
0.0,Trashfest MA 1996 (live),rock,King Ghidorah!,05:30
0.0,AK Slaughter Unreleased Tracks,hiphop,AK Slaughter,05:30
0.0,Frozen Houses EP,pop,Frozen Houses,05:30
0.0,"Live on WFMU's Dark Night of the Soul with Julie - September 4, 2014",rock,The Judy Blooms,05:30
0.0,Cullah The Wild,blues,Cullah,05:30
7.0,Colossal Stillness (2014),rock,Scott Holmes,05:30
0.0,Mussorgsky's Pictures at an Exhibition,classical,Skidmore College Orchestra,05:29
1.0,The Jugglers Suite,classical,Lee Maddeford,05:29
2.0,Live at WFMU on Michael Goodstein's Show 5/2/09,rock,Wizzard Sleeve,05:29
0.0,"Live on CJSW's White Lodge/Black Lodge June 21, 2011",rock,Hunter-Gatherer,05:29
0.0,Burning Bright EP,hiphop,Burning Bright,05:29
0.0,"Live on WFMU's Three Chord Monte with Joe Belock, 8/24/2015",rock,Eleventh Dream Day,05:29
0.0,Live at Lucky Gator - 12/27/07,rock,Silver Abuse,05:28
0.0,Song Machine,rock,Song Machine,05:28
0.0,a tribute to club tropicana vol. 2,pop,Doctrine,05:28
0.0,Peanut Butter Oven EP,rock,Thee Oh Sees,05:28
-1.0,slitzweitz,rock,Mršavi Pas,05:28
0.0,Godspeed,pop,Maxwell Powers,05:28
0.0,Opulence,rock,Mary Halvorson and Weasel Walter,05:27
0.0,We Are Him,rock,Angels of Light,05:27
0.0,Sultry Daggers,rock,the tunnel,05:27
0.0,Lingua Ignota,rock,Celesteville,05:26
0.0,Live Candy,rock,Keith Morris & The Crooked Numbers,05:26
0.0,"netBloc Vol. 18: frais, fresco, frisch, fresh… mmmmmmmmmmm… good",rock,Dallas Kincaid,05:26
0.0,Live on Distort Jersey City with Deed Runlea 1/23/13,rock,The Guts,05:26
0.0,Franz Schubert's Ave Maria,classical,Free Tim,05:26
0.0,Amoebiasis,jazz,Amoebic Ensemble,05:26
0.0,Comic,rock,Jahzzar,05:26
0.0,Live on WFMU's Dark Night of the Soul with Julie,rock,Broken Water,05:25
0.0,no.mad e.p.,jazz,Kriss,05:25
0.0,27,pop,The Cosmic Setter,05:25
0.0,Gage Against The Machine,rock,Tony Gage,05:25
0.0,King Kong Ding Dong,rock,King Kong Ding Dong,05:25
0.0,LMM 3.1 - Left Right,rock,Learning Music,05:25
0.0,The New Geometry,rock,The New Geometry,05:24
0.0,"Live on WFMU's Three Chord Monte with Joe Belock: March 25, 2014",pop,Boogarins,05:24
0.0,The Screw-Loose Entertainment (promo version),rock,Disen Gage,05:24
0.0,Live at Grady's Record Refuge,rock,Liquorball,05:24
0.0,Prufrocks PA 1993 (live),rock,Disco Missile,05:24
0.0,"Illusion is the One Reality, Substance is the Great Impostor",rock,Bjarkan,05:23
1.0,Elephants At The Door,rock,Dumbo Gets Mad,05:23
0.0,Classic Material Vol. 3: UI Radio,hiphop,CM aka Creative,05:23
0.0,"Sir 12"" EP",pop,Hecuba,05:23
0.0,"Live at WFMU on The Evan ""Funk"" Davies Show 12/1/2009",rock,Manikin,05:23
0.0,Parade Dust Mischief,pop,Attic Ted,05:23
0.0,Xerox for Yugosalvia.  Side 2,rock,P.E.D.,05:22
0.0,Twelve Tusk Piano,rock,Patrick Lee,05:22
0.0,"Good Mood, Bad Mood",pop,Soft Serve,05:22
0.0,Nylon & Turtle,jazz,Sergi Boal,05:22
0.0,"Live at Monty Hall, 2/10/2017",rock,Low Doses,05:22
0.0,Say Hello To The Boy Who's Returned From Paradise,pop,Music from the Film,05:22
0.0,"Live on WFMU's The Evan ""Funk"" Davies Show - October 30, 2013",rock,Chastity Belt,05:22
0.0,"Live at WFMU on 100% Whatever with Mary Wing, 10/4/2016",rock,Death Valley Girls,05:22
0.0,A murder Of Ravens,rock,COW,05:21
0.0,The Seventh Necronation,rock,The Seventh Necronation,05:21
0.0,The Vault,hiphop,Deadly Combo,05:21
0.0,Live at The Empty Bottle 3/12/2011,rock,Obits,05:21
0.0,Platos Combinados,rock,Piccola Orchestra Gagarin,05:20
0.0,Live at WFMU on Terre T's Show on 11/1/2003,rock,Measles Mumps Rubella,05:20
0.0,Live at WFMU on Beastin' the Airwaves! 5/24/2009,rock,Asa Ransom,05:20
0.0,"Live on WFMU's My Castle of Quiet, 10.8.10",rock,The Communion,05:20
0.0,"Live at WFMU on Brian Turner's Show: Oct 20, 2015",rock,Spray Paint,05:20
0.0,Live on KXLU,pop,Monk Turner,05:20
0.0,Speees KojBoj,pop,D'r Sjaak,05:20
0.0,Surpriscording,jazz,Hugo 'Droopy' Contini,05:20
0.0,The Bandung Dubai Connection,hiphop,SWERTE AND MADROTTER,05:20
0.0,Nene Records: La Compilacion 07,rock,Los Llamarada,05:20
0.0,Choice,rock,Jeremy Macachor,05:20
0.0,Theme of Laura live at Dans l´cul Danku!,rock,Theme of Laura,05:19
0.0,Pachyderm EP,rock,Pachyderm,05:19
0.0,"Live on WFMU with Evan ""Funk"" Davies - October 29, 2014",rock,Ultimate Painting,05:19
0.0,"Live at WFMU for Champ Sound with DJ Guy, 6/30/2016",hiphop,Abdu Ali,05:19
0.0,Calendar,pop,Monk Turner,05:19
0.0,Not Titled LP,rock,The Needy Visions,05:18
0.0,"Live on WFMU's Airborne Event with Dan Bodah - January 13, 2013",rock,Speed The Plough,05:18
0.0,Mina X Morelos,rock,Mockinpott,05:18
0.0,Garmisch,pop,Garmisch,05:18
0.0,No Headphones Required,pop,The Kyoto Connection,05:18
0.0,LZY_SLN-001,rock,LAZY SALON,05:18
1.0,Seeing Things,hiphop,BrokeMC,05:18
0.0,Soundliketrains (2002-2004),rock,Los Llamarada,05:18
0.0,Live at WFMU on Three Chord Monte 4/21/2009,rock,Movie Star Junkies,05:17
0.0,Live at WFMU on Keili's show on 6/7/09,rock,Sigmund Droid,05:17
0.0,ABCDEFG-HIJKLMNOP-QRSTUV-WXYZ,rock,Starring,05:17
0.0,Live at WFMU on Three Chord Monte May 22nd 2012,rock,The Long Gones,05:17
6.0,Instrumentals 1,jazz,Lee Maddeford,05:17
1.0,With a Saw,rock,Sister Slacks,05:17
3.0,Red River EP,hiphop,Tickle,05:17
0.0,Live at The Do Drop In,rock,Vitamin Pets,05:17
4.0,Gold Collection,rock,Blah Blah Blah,05:16
0.0,"Live at WFMU on Night People, 7/1/10",pop,Secret Cities,05:16
0.0,Húsares de la Muerte,hiphop,H.D.M.,05:16
0.0,Alle basi della roncola,rock,Sakee Sed,05:16
0.0,Adidas,rock,Bugs and Rats,05:15
0.0,Road Warriors b/w Think (About It),hiphop,The Impossebulls,05:15
0.0,Live at Maxwell's on Bill Kelly's Show on 8/17/2008,rock,The Doughboys,05:15
0.0,Kontpab,rock,Mahjongg,05:15
0.0,Zellrasen,rock,Zellrasen,05:15
0.0,Gastr,rock,Lately Kind of Yeah,05:15
0.0,Sea Of Lead,jazz,Agusti Fernandez,05:14
0.0,In Sound and Thought,classical,Samuil Feinberg,05:14
0.0,The FrostWire EP,hiphop,KINGS OF THE CITY,05:14
0.0,No Guts EP,hiphop,KINGS OF THE CITY,05:14
0.0,Nude Vegas,rock,voyageurs,05:14
0.0,Nuthin Bout Tha Weather,hiphop,Cheese N Pot-C,05:14
0.0,Beyonder,rock,Black Taj,05:14
0.0,Manuel Duval & le Dr Samary,pop,Manuel Duval,05:14
0.0,A Banda de Joseph Tourton,rock,A Banda de Joseph Tourton,05:14
0.0,Complete Discography,rock,The Meta-matics,05:14
0.0,iad,rock,Iad,05:13
0.0,Aligned Archetype,hiphop,Kellee Maize,05:13
0.0,A Million Ways,rock,1in10/Varia,05:13
0.0,"Live at WFMU on Three Chord Monty with Joe Belock on October 6, 2011",rock,Mighty Fine,05:13
0.0,Crystal,rock,Stan Hubbs,05:13
0.0,Live on Brian Turner's Show on 10/13/09,rock,TV Ghost,05:13
0.0,"Live on WFMU's Cherry Blossom Clinic - July 20, 2013",rock,Mouthbreathers,05:13
0.0,Gubernator,rock,Andrew Howes,05:12
0.0,1Nation (One Fam) B/W RSVP,hiphop,The Impossebulls,05:12
0.0,Good VS Evil,hiphop,The Duo,05:12
0.0,Live at WFMU The Cherry Blossom Clinic 5/9/09,rock,Chrome Cranks,05:12
0.0,EXPLWORAZ,hiphop,Cheese N Pot-C,05:12
0.0,Presque maudit,rock,Presque Maudit,05:12
0.0,Cheese N Pot-C Buffet XE,hiphop,Cheese N Pot-C,05:12
0.0,Quardboard Flavored Fiber,jazz,Slumgum,05:11
0.0,Freak Cave,rock,voyageurs,05:11
3.0,Gold Can Stay,pop,Broke For Free,05:11
0.0,"Live on WFMU with Therese - November 10, 2014",rock,Ex Hex,05:11
0.0,Sombra y cuerpo,rock,La Parade,05:11
0.0,Dans L'South du Bas,hiphop,Alaclair Ensemble,05:11
0.0,Telemetric Action EP,rock,Mors Ontologica,05:11
0.0,"Live on WFMU's Burn It Down! with Nate K: Apr 19, 2015",rock,The Achtungs,05:11
0.0,COMPILADO 001,rock,Los Savants,05:11
0.0,New Parents,rock,Critical Dad,05:11
2.0,Owl Time,hiphop,Kellee Maize,05:11
0.0,$ingle$,rock,half cocked,05:11
0.0,Live in Potsdam,rock,Dropout Patrol,05:11
1.0,Zs,rock,Higgins,05:11
0.0,Phoning It In 06/30/05,rock,Alina Simone,05:11
0.0,Live in Warsaw,pop,Ergo Phizmiz,05:11
0.0,Wonderful Rainbow,rock,Lightning Bolt,05:10
0.0,Ants On The Golden Cone,pop,The Polyps,05:10
0.0,Live at Caledonia Lounge 3/21/2011,rock,Obits,05:10
0.0,Live at WFMU on Scott's Show on 11/9/2001,rock,Mink Lungs,05:10
0.0,Raw As F**k,hiphop,The Impossebulls,05:10
1.0,Miles Away EP,rock,My Monthly Date,05:10
0.0,NM,rock,Nocturnal Mayhem,05:10
0.0,"Live on WFMU's Three Chord Monte with Joe Belock - February 05, 2013",rock,Lee Bains III And The Glory Fires,05:10
0.0,"Flores, carne",rock,Viva Belgrado,05:10
2.0,The Cherry Tree EP,hiphop,Burning Bright,05:10
0.0,No permitas la television mi amor,rock,Pinche Tirano,05:09
0.0,Cruisin' Classics: 2003-2010 (excerpts),rock,Lame Drivers,05:09
5.0,#JustBecause,hiphop,BenJamin Banger,05:09
0.0,First the bird fell,pop,Shy and the Fight,05:09
0.0,Love Chants,rock,Love Chants,05:09
0.0,"""Fresh Born"" Covers",rock,Dr. David Suendermann,05:08
0.0,Le Tour de L'Oubli,rock,Opéra Mort,05:08
4.0,Margina,rock,Margina,05:08
0.0,Come Fly With Me,hiphop,The Kid Daytona,05:08
0.0,"Live at WFMU on Beastin' the Airwaves with Keili October 1, 2011",rock,Deaf Wish,05:08
0.0,Rainbo Donuts,pop,We Is Shore Dedicated,05:08
0.0,Baldest N Fattest XE,hiphop,Pot-C,05:08
0.0,Dinowalrus live at WFMU on Beastin' The Airwaves! with Keili 1/13/11,rock,Dinowalrus,05:08
0.0,Welcome To Warp Street,hiphop,Krowne,05:08
0.0,Not Even Dust,rock,Sleep Out,05:07
0.0,I Never Wanted to Say (Single),rock,Lorenzo's Music,05:07
0.0,When Eggs Burst,rock,Panicphobia,05:07
1.0,From the Outside Looking In,rock,Fallen to Flux,05:07
0.0,"Live on WFMU's This Is The Modern World with Trouble - May 27, 2014",rock,The New Lines,05:07
0.0,"Live on WFMU's The Evan ""Funk"" Davies Show - June 17, 2015",rock,Cold Beat,05:07
0.0,Chapter 2: Street Soul,hiphop,Advantage Music Group,05:07
0.0,debut 45,rock,Watery Love,05:07
0.0,Nothing Begets Nothing EP,hiphop,Just Plain Ant,05:07
0.0,"Live on WFMU's Dark Night of the Soul with Julie: Sep 25, 2014",rock,Winkie,05:06
0.0,A+B = Amour,rock,Anes & Bateaux,05:06
0.0,Rap Trax Vol. 2,hiphop,The Hate Noise,05:06
0.0,Demo - Live 5.12.11,rock,Cellular Chaos,05:06
0.0,Hit Factory,rock,DUSTdevils,05:06
0.0,Only Silence (2009),rock,Los Llamarada,05:06
0.0,Black cassette,rock,Wreck and Reference,05:06
0.0,Live at ISSUE Project Room (2/23/09),blues,No Neck Blues Band,05:06
0.0,Live on WFMU's Three Chord Monte 1/20/2009,rock,The Priscillas,05:06
0.0,10 A.M.,hiphop,MUTE,05:06
0.0,Live at WFMU on Terre T's show 11/8/2008,rock,Nightingales,05:05
0.0,Live on WFMU's Minor Music 10/22/12,rock,Driftback,05:05
0.0,Cricket Club 1993 (live),rock,Disco Missile,05:05
0.0,Attack of the Has-Been Androids,rock,RoMak and the Space Pirates,05:05
0.0,Clandestine Songs,rock,Grand Mal,05:04
0.0,Charles,jazz,Barnacled,05:04
0.0,Spilled Guts,rock,Reid Voltus,05:04
8.0,The Four Seasons (Vivaldi),classical,John Harrison with the Wichita State University Chamber Players,05:04
0.0,Dyslexic Fudgicle - 2015 Release,rock,Dyslexic Fudgicle,05:04
0.0,"Live at WFMU on Brian Turner's Show on November 8, 2011",rock,Call of the Wild,05:03
0.0,"Platters, Act 5: The Silent Anniversary (10 Years Of Tha Silent Partner)",hiphop,Tha Silent Partner,05:03
0.0,Hello Paradise,rock,Celebration,05:03
0.0,Someday Soon Things Will Be Much Worse!,country,The Meat Purveyors,05:03
0.0,The Mint Chicks: Live at KBOO,rock,The Mint Chicks,05:02
0.0,Sleeping at Trinity,rock,King Vulture,05:02
0.0,"Live at WFMU on Dangerous for the Brain with Thomas Storck, August 5 2012",rock,Zulus,05:02
0.0,Pedant,rock,Magnapinna,05:02
0.0,Poetikal Refugee (Album Sampler),hiphop,One S.P.,05:02
0.0,Doozy,jazz,Lozenge,05:02
0.0,Live at WFMU on Talk's Cheap 8/4/09,rock,Twin Stumps,05:02
0.0,27 Tracks,rock,Crash Normal,05:01
1.0,Live at WFMU on Keili's Show 11/28/08,rock,Sakura Madams,05:01
0.0,AmeriKan Idle B/W Shadow of Thought,hiphop,The Impossebulls,05:01
0.0,Live at WFMU on Airborne Event 6/8/2008,rock,Japanische Kampfhorspiele,05:01
0.0,Hide,hiphop,Just Plain Ant,05:01
0.0,Five By Five V: Lust,hiphop,The Impossebulls,05:01
1.0,Live at Cake Shop 1/12/2008,rock,Obits,05:01
0.0,A Sound Campaign EP,rock,Quest Poetics,05:01
1.0,The Portland Building EP,rock,The Woolen Men,05:01
0.0,Mystery Pills,pop,Mystery Pills,05:01
1.0,Butthash,rock,CAVE,05:01
0.0,Super Nude EP,pop,Lesbian Afternoon,05:01
0.0,Dreemer (single),pop,Phemale,05:01
0.0,The Glove Compartment,rock,Glove Compartment,05:00
0.0,Adam,rock,Shearer,05:00
0.0,Worse Things Happen at Sea,pop,Vulnavia Vanity / Oblivian Sub,05:00
0.0,Toy Sugar on Beastin' The Airwaves! with Keili 02/20/11,rock,Toy Sugar,05:00
0.0,"Live at WFMU on Mike L.'s Show on September 23, 2005",rock,Enablers,05:00
0.0,Good Morning Sunshine (2005),hiphop,Asthmatic Astronaut,05:00
0.0,Better still,rock,Strawberry Blonde,05:00
0.0,Live on Pseu's Thing With a Hook 11/16/12,rock,Jett Brando,04:59
0.0,"Paul ""Wine"" Jones, T-Model Ford & Kenny Brown Live at WFMU on David Suisman's Show 2004",blues,T-Model Ford,04:59
0.0,How I Learned To Shave,rock,The Woolen Men,04:59
0.0,"Live at WFMU's Monty Hall, 11/20/2015",country,Big Sandy and His Fly-Rite Boys,04:59
0.0,Live at WFMU on Distort Jersey City June 20th 2012,rock,Rational Animals,04:59
0.0,Debt Dept,rock,Excepter,04:58
0.0,"Lutoslawski, Variations on a Theme by Paganini",classical,Neal and Nancy O'Doan,04:58
0.0,Beethoven's Sonata No. 20 in G Major,classical,Daniel Veesey,04:58
0.0,"LIVE on My Castle of Quiet, 7.15.2011",rock,Raspberry Bulbs,04:58
0.0,"Live at WFMU on Infinite Distortion, 5/9/2016",rock,Youth Code,04:58
0.0,"Live at The Purple Turtle in London on WFMU's Dark Night of the Soul with Julie June 26, 2011",rock,In Isolation,04:58
0.0,Winter sun,pop,Black Flamingo,04:58
0.0,Live On WFMU's Prove It All Night Show with Pat Byrne 1/30/16,rock,Dogs On Acid,04:58
0.0,Diagnosis: Success,hiphop,K. Sparks,04:57
1.0,R.I.P.,rock,USAISAMONSTER,04:57
3.0,Experiments,classical,Lovira,04:57
0.0,"Live at WFMU with John Allen, 10/12/2016",pop,Sam Coomes,04:57
0.0,Live at WFMU on Evan Davies's Show on 5/22/2007,pop,The Baskervilles,04:57
0.0,The Unattainable RE:mixxes,hiphop,Deadly Combo,04:56
3.0,Smells Like Rap,hiphop,Simon Panrucker,04:56
0.0,Shrubs live on the Three Chord Monte 11/25/2008,rock,The Shrubs,04:56
0.0,Freesmiles,hiphop,Burning Bright,04:56
0.0,Recordings and Rehearsals,rock,Rya,04:56
0.0,"Live on WFMU's Evan Funk Davies show June 30th, 2010",rock,Soft Tags,04:56
0.0,First Show on Earth SLRHQ (live),rock,Disco Missile,04:56
0.0,Ten Little Songs,jazz,Sandro Marinoni,04:56
0.0,Factory Life,rock,Dead End Canada,04:56
0.0,Unattainable,hiphop,Deadly Combo,04:56
0.0,"Live on Redundancy Radio with DJ Disk Jockey: Aug 20, 2014",rock,Désir Decir,04:56
0.0,Caldeira,rock,Adolina,04:56
0.0,No Glory EP,hiphop,KINGS OF THE CITY,04:56
0.0,Spirit Duplicator,rock,Celesteville,04:56
0.0,"Live on Undancing in the Dirt with Thomas Storck, 1/29/2017",rock,Consolidated Plastics,04:56
0.0,LP3,rock,Love Story In Blood Red,04:56
0.0,Live at WFMU on Minor Music June 25th 2012,rock,The Jacobins,04:55
0.0,LMM 1.3 - Travel,pop,Learning Music,04:55
0.0,"Live at WFMU on The Cherry Blossom Clinic with Terre T December 10, 2011",rock,Happy Refugees,04:55
0.0,Ignored,pop,Liam Stewart,04:55
0.0,Ensayo,rock,Corazones service,04:55
0.0,Live at WFMU on Terre T's Show on 11/15/2003,rock,Frigg A Go Go (F.A.G.G.),04:55
0.0,"Live on WFMU's Three Chord Monte with Joe Belock - September 30, 2014",rock,The Electric Mess,04:55
0.0,Mid-November EP,hiphop,Katrah-Quey,04:54
0.0,Bedbedbedbedbed,pop,Deleted Scenes,04:54
0.0,COMEDIE HUMAINE,hiphop,WatFatMan,04:54
0.0,To the Rhythm of Life's Beat,pop,Phemale,04:54
0.0,Griller,rock,Ut,04:54
2.0,DemoN,rock,Ljudske Potrebe,04:54
0.0,Classics By Request,rock,Apache Tomcat,04:54
0.0,Live On WFMU's Three Chord Monte 3/17/2011,rock,The Shrubs,04:54
2.0,Becerra-Schmidt: Cuarto Cuarteto Para Cuerdas,classical,Philadelphia String Quartet,04:54
0.0,Carnaval des Animaux,classical,Aitua,04:54
0.0,"Live on WFMU's Dark Night of the Soul with Julie: Oct 16, 2014",rock,Radiana,04:54
0.0,"Live at Monty Hall, 12/9/2016",rock,The Blind Shake,04:54
0.0,Jet Jaguar EP,rock,King Ghidorah!,04:54
0.0,If S̶i̶x̶ 10 Was T̶h̶r̶e̶e̶ 5,blues,Kathleen Martin,04:54
0.0,Live at the Crusher fest Oakland 3rd July 2011,rock,Animals & Men,04:53
0.0,Yesterday is gone,rock,Linnus,04:53
0.0,"Live on WFMU's Cherry Blossom Clinic with Terre T - October 5, 2013",rock,Night Birds,04:53
0.0,Your Body Is A Temple,pop,Unthunk,04:53
0.0,A Draft Of A Soul,rock,Gabales,04:53
0.0,Demo 2012,rock,Viva Belgrado,04:53
0.0,Everything Has Changed; Nothing Is Different,hiphop,The Impossebulls,04:53
0.0,Morose Love Poems,hiphop,Yerri,04:53
0.0,"Live on WFMU's Dark Night of the Soul with Julie: July 3, 2014",rock,Valerie Gentile & Abbey Nex,04:53
0.0,The GetBack b/w And Then There Were Two,hiphop,The Impossebulls,04:53
0.0,"Live on WFMU's The Cherry Blossom Clinic with Terre T - November 2, 2013",rock,Far-Out Fangtooth,04:53
-1.0,Tomorrow is Today: A Tribute to the Australian Psychedelic Scene 1966-70 [Disc 1],rock,3D TV,04:52
0.0,Lost Time,hiphop,Hi-Rez,04:52
0.0,Reflected.10x10,rock,Westy Reflector,04:52
0.0,Live on WFMU's Sound and Safe with Trent 9/21/09,pop,Bell X1,04:52
4.0,Live at WFMU on Keili's show 3/21/2009,rock,Screaming Females,04:52
0.0,The Shining Path,rock,The Shining Path,04:52
0.0,mp3 single with Faust,hiphop,Food For Animals,04:51
0.0,La déclinaison,rock,Eyes Behind,04:51
0.0,Workbench Recordings B-Sides Series: Marvelry Skimmer,rock,Marvelry Skimmer,04:51
0.0,The last hours of light,rock,i'dawn,04:51
0.0,Jean Machine,pop,MANUEL J GROTESQUE,04:51
0.0,Heart of Darkness,rock,Malaïse,04:51
0.0,Emmanuelle Goes To Bangkok,rock,Smersh,04:51
0.0,Live On KDVS - Art For Spastics With DJ Rick,rock,The Woolen Men,04:51
0.0,Live Lumps Festooned with Garbage,rock,Lovely Little Girls,04:51
1.0,Sugar Glider,pop,Buffalo Stance,04:50
0.0,All The Cullahs Of The Rainbow,hiphop,Cullah,04:50
0.0,The Book Of Moron,pop,Santosh,04:50
0.0,Case Closed,hiphop,BADLUCK,04:50
0.0,Cracks in the Great Lens,hiphop,Infinite Livez,04:50
0.0,Greatest Hits Volume 1: If You Can't Help It,pop,Oblivian Substanshall,04:50
0.0,Cataclysm,rock,Flying Luttenbachers,04:50
0.0,Exercise 16 from Ten Exercises,classical,Christian Wolff,04:49
0.0,"Live on WFMU's Three Chord Monte with Joe Belock: May 13, 2014",rock,1-800-Band,04:49
0.0,California (tour CD-r),rock,Sister Fucker,04:49
0.0,Purity and Danger,pop,Katapulto,04:49
0.0,The Dread - FMA Sampler,hiphop,The Dread,04:49
0.0,Monster of the Absolute,rock,Paik,04:49
0.0,Bloke Sitting EP,hiphop,Captive Portal,04:49
0.0,Live in Richmond: All the Hits...All the Misses,rock,The Crypts!,04:49
0.0,netBloc Vol. 12: Anaxagoras,rock,Haine Brigade,04:49
0.0,Thanks For The Memories,rock,Deemed Unsuitable,04:48
0.0,Live at WFMU on Antique Phonograph Music 12/1/09,blues,Delta Dreambox,04:48
1.0,Happy Halloween,rock,The Vivisectors,04:48
1.0,Bad Panda #51,pop,Útidúr,04:48
0.0,Complexo de Inferioridade,hiphop,J-K,04:48
0.0,"Live on WFMU's Three Chord Monte with Joe Belock - December 21, 2015",rock,The Nude Party,04:48
0.0,"Pavement Politics, Vol. 2 (Sidestreets & Alleys)",hiphop,MUTE,04:47
0.0,Live on Three Chord Monte with Joe Belock on WFMU 11/3/2009,rock,Wild Carnation,04:47
0.0,"110211 - Lorenzo's Music - Local Love Fest - Live, High Noon Saloon",rock,Lorenzo's Music,04:47
0.0,Live at Pdx Pop Now '09,pop,Guidance Counselor,04:47
0.0,"Bloc Party (Featuring CM aka Creative, The Honorable Sleaze, C-Doc & Mported Flows)",hiphop,Cheese N Pot-C,04:47
1.0,United We Fall,hiphop,C-Doc,04:47
1.0,Ill Papa Giraffe,hiphop,Ill Papa Giraffe,04:47
0.0,Live at WFMU on Choking On Cufflinks 5/23/2009,rock,Ceremony,04:47
0.0,A la deriva,rock,Interlude,04:47
0.0,Live At Auraltered State #1,pop,Makers Of The Dead Travel Fast,04:47
0.0,"Live on WFMU's 100% Whatever with Mary Wing - August 22, 2013",rock,Technicolor Teeth,04:47
0.0,Bruto Mecánico,rock,Los Cuatrocientos Golpes,04:47
0.0,Dubble Dooty Booty,pop,Karl Blau,04:47
0.0,BAD RAP,pop,Phemale,04:46
0.0,Hypnomango EP,rock,Hypnomango,04:46
0.0,Green Diesil & Poitín,rock,Violins is not the answer,04:46
0.0,Taro Sound,rock,Quasar Wut-Wut,04:46
0.0,Straight A's,rock,Higgins,04:46
0.0,The Heavy Links EP,hiphop,Heavy Links,04:46
0.0,Smoke and Mirrors,rock,Pitchman,04:46
0.0,New Numbers,rock,Glove Compartment,04:45
0.0,Five By Five III: Greed,hiphop,The Impossebulls,04:45
0.0,"Live on WFMU's Cherry Blossom Clinic with Terre T - June 22, 2013",rock,Sweet Talk,04:45
0.0,Moon Deluxe,rock,Andrew Cedermark,04:45
1.0,Highlights,classical,Hicham Chahidi,04:45
0.0,"Live on WFMU with Brian Turner: Aug 25, 2015",rock,Octagrape,04:45
1.0,"Live on WFMU's Dark Night of the Soul with Julie - April 25, 2013",pop,Julia Holter,04:45
0.0,Waving at the Astronauts,rock,Lifeguards,04:45
-1.0,The Exploding Now LP,rock,Los Llamarada,04:45
1.0,Have Hear,rock,Archipelago,04:45
0.0,Renihilation,rock,Liturgy,04:44
0.0,"Live on WFMU's Cherry Blossom Clinic with Terre T - May 3, 2014",rock,Sonic Avenues,04:44
0.0,Look Directly Into The Sun:  China Pop 2007,rock,Carsick Cars,04:44
0.0,Live at WFMU on Keili's Show 2/22/09,rock,Michael Jordan,04:44
0.0,AHYA,hiphop,Dengaz,04:44
0.0,Jonster Minx Na K7,hiphop,Monster Jinx,04:44
1.0,Burton Music,hiphop,The Custodian of Records,04:44
0.0,42012,rock,Stress Ape,04:44
0.0,TA2MI Presents: Cheese N Pot-C,hiphop,Cheese N Pot-C,04:44
0.0,Erykah & Jean b/w Verbal Origami,hiphop,The Impossebulls,04:43
0.0,"Live at WFMU on Talk's Cheap with Jason Sigal September 22, 2011",rock,The German Measles,04:43
1.0,3-song EP,rock,Shroud Eater,04:43
0.0,Live at WFMU on Terre T's Show on 10/18/2003,rock,Paybacks,04:43
0.0,Five By Five I: Wrath,hiphop,The Impossebulls,04:43
0.0,Live at WFMU on Talk's Cheap May 24th 2012,rock,Roomrunner,04:43
0.0,Original Innocence,rock,Original Innocence,04:43
4.0,15 Etudes,classical,Peter Rudenko,04:43
0.0,The Bridge (Featuring Sleaze),hiphop,Just Plain Ant,04:42
0.0,Loved Like a Milkshake: A Tribute to Wesley Willis,rock,BSO Industries,04:42
0.0,Egg Soldiers,pop,Softboiled Eggies,04:42
0.0,Storm live at the Winston,rock,NewYX,04:42
0.0,At the birthday party EP,rock,A Minor Place,04:42
0.0,self titled cassette,pop,Gardenella,04:42
0.0,Summer Fresh XE,hiphop,The Honorable Sleaze,04:42
0.0,"Live on WFMU's Cherry Blossom Clinic with Terre T: Nov 16, 2013",rock,Flamin' Groovies,04:42
0.0,The UnAmerican LP,hiphop,Emcee Lynx,04:41
0.0,The Funny Pages,hiphop,Laws,04:41
0.0,Dead Excitement EP,rock,Coïtus Int.,04:41
